"","user_id","partida","seleccio.1","seleccio.2","seleccio.3","seleccio.4","seleccio.5","seleccio.6","seleccio.7","seleccio.8","seleccio.9","seleccio.10","mean_contr","SD","mean.1","mean.2","mean.3","mean.4","mean.5","mean.6","mean.7","mean.8","mean.9","mean.10","comp_mean1","comp_mean2","comp_mean3","comp_mean4","comp_mean5","comp_mean6","comp_mean7","comp_mean8","comp_mean9","comp_mean10","comp_last_mean2","comp_last_mean3","comp_last_mean4","comp_last_mean5","comp_last_mean6","comp_last_mean7","comp_last_mean8","comp_last_mean9","comp_last_mean10","cond_coop2","cond_coop3","cond_coop4","cond_coop5","cond_coop6","cond_coop7","cond_coop8","cond_coop9","cond_coop10","free_1","free_2","free_3","free_4","free_5","free_6","free_7","free_8","free_9","free_10","nickname","codi_postal","genere","rang_edat","nivell_estudis","prfinal0","prfinal1","prfinal2","prfinal3","prfinal4","prfinal5","prfinal6","prfinal7","prfinal8","prfinal9","prfinal10","prfinal11","prfinal12","prfinal13","data_creacio","data_finalitzacio","acabat","data_registre","diners_inicials","diners_actuals","check_1","check_2","check_3","partida_id","is_robot","num_jugador","prfinal14","prfinal15","guany_final","num_seleccions","sorteig","agegroups"
"250",251,42,2,4,0,2,4,4,2,4,4,4,3,1.4142135623731,2,2,1,1.33333333333333,1.66666666666667,2.33333333333333,2,3.33333333333333,2.66666666666667,3,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Smiling sauseges",8005,"male",12,"none",NA,"No","Very Much","No, from the beginning","Disagree","Agree","Agree","Disagree","Agree","Agree","Greenhouse Effect","China","Nuclear energy","Declaration of Helsinki","2015-12-13 11:58:08.529221","2015-12-13 12:15:02.367938",1,"2015-12-13 12:02:18.279099",40,10,"true","false","false",42,0,2,"Individual gas fee","20%",10,10,1,"10-14"
"251",252,43,0,2,4,0,0,4,0,0,0,0,1,1.69967317119759,2.66666666666667,3,3,1.66666666666667,3,2.66666666666667,2.66666666666667,1.33333333333333,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,"Nicky ",8600,"female",41,"prof",NA,"No","Somewhat","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Disagree","Disagree","Faraday Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:00:23.781882","2015-12-13 12:24:18.012904",1,"2015-12-13 12:04:58.672201",20,10,"true","false","false",43,0,6,"Eco-Impact","20%",10,10,1,"40-44"
"252",253,42,2,0,0,0,2,2,2,4,2,4,1.8,1.47572957474524,2,2,1,1.33333333333333,1.66666666666667,2.33333333333333,2,3.33333333333333,2.66666666666667,3,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,"Dude",8600,"female",12,"none",NA,"No","Very Much","Yes, from the beginning","Agree","Agree","n/a","Agree","n/a","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:00:26.080363","2015-12-13 12:11:33.610863",1,"2015-12-13 12:02:59.825099",40,22,"true","false","false",42,0,6,"Eco-Impact","15%",22,10,1,"10-14"
"253",254,43,2,2,4,0,2,4,4,2,0,0,2,1.63299316185545,2.66666666666667,3,3,1.66666666666667,3,2.66666666666667,2.66666666666667,1.33333333333333,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,"Mimi",8600,"female",12,"none",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","n/a","Disagree","Greenhouse Effect","Italy","Oil","Declaration of Helsinki","2015-12-13 12:00:31.137366","2015-12-13 12:26:20.335774",1,"2015-12-13 12:06:07.278969",40,20,"true","false","false",43,0,2,"Carbon footprint","15%",20,10,1,"10-14"
"254",255,42,2,4,2,2,0,2,0,2,2,4,2,1.33333333333333,2,2,1,1.33333333333333,1.66666666666667,2.33333333333333,2,3.33333333333333,2.66666666666667,3,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,"Pico",8600,"male",12,"none",NA,"No","Very Much","Yes, after a few rounds","n/a","Agree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Schengen Agreement","2015-12-13 12:00:51.148932","2015-12-13 12:12:52.972145",1,"2015-12-13 12:03:34.388682",40,20,"true","false","false",42,0,4,"Individual gas fee","15%",20,10,1,"10-14"
"255",256,43,2,4,4,4,4,4,4,4,0,0,3,1.69967317119759,2.66666666666667,3,3,1.66666666666667,3,2.66666666666667,2.66666666666667,1.33333333333333,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,"Violets",8600,"female",48,"bachillerat",NA,"No","Somewhat","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","n/a","n/a","Agree","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:01:03.271272","2015-12-13 12:25:42.967333",1,"2015-12-13 12:04:55.903861",30,0,"true","false","false",43,0,1,"Eco-Impact","15%",0,10,1,"45-49"
"256",257,43,4,4,4,2,4,0,2,2,0,0,2.2,1.75119007154183,2.66666666666667,3,3,1.66666666666667,3,2.66666666666667,2.66666666666667,1.33333333333333,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,"Gemm",8012,"female",26,"prof",NA,"No","Somewhat","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","n/a","n/a","Disagree","Disagree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:11:27.739829","2015-12-13 12:28:42.846643",1,"2015-12-13 12:13:24.282238",50,28,"true","false","false",43,0,4,"Carbon footprint","15%",28,10,1,"25-29"
"257",258,43,4,2,2,2,4,0,2,0,0,0,1.6,1.57762127549323,2.66666666666667,3,3,1.66666666666667,3,2.66666666666667,2.66666666666667,1.33333333333333,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,"Bobby ",8030,"male",42,"bachillerat",NA,"No","Very Much","Yes, after a few rounds","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Doppler Effect","China","Solar energy","Kyoto Protocol","2015-12-13 12:12:46.366651","2015-12-13 12:24:32.070318",1,"2015-12-13 12:15:47.813771",60,44,"true","false","false",43,0,5,"Eco-Impact","15%",44,10,1,"40-44"
"258",259,43,4,4,0,2,4,4,4,0,0,0,2.2,1.98885785202351,2.66666666666667,3,3,1.66666666666667,3,2.66666666666667,2.66666666666667,1.33333333333333,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,"Sonia",8030,"male",43,"secondary",NA,"No","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","Agree","Agree","Doppler Effect","Italy","Solar energy","Declaration of Helsinki","2015-12-13 12:12:58.847101","2015-12-13 12:29:19.873766",1,"2015-12-13 12:15:34.202968",40,18,"true","false","true",43,0,3,"Reduced environmental cost","20%",18,10,1,"40-44"
"259",260,44,4,2,2,4,2,2,0,2,2,0,2,1.33333333333333,2,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2,2.66666666666667,2,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,"Nullius in Verba",8030,"male",45,"prof",NA,"No","Not Really","Yes, after a few rounds","n/a","n/a","Agree","Agree","Agree","Disagree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:14:46.376676","2015-12-13 12:40:10.275198",1,"2015-12-13 12:18:16.073937",40,20,"true","false","false",44,0,2,"Eco-Impact","20%",20,10,1,"45-49"
"260",261,44,0,2,0,4,0,2,2,4,4,4,2.2,1.75119007154183,2,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2,2.66666666666667,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,"Gfernande13",8030,"male",13,"none",NA,"No","Somewhat","Yes, after a few rounds","n/a","My contribution should not depend on this","Agree","n/a","n/a","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:15:22.757799","2015-12-13 12:40:31.867578",1,"2015-12-13 12:18:31.259912",40,18,"true","false","false",44,0,3,"Eco-Impact","20%",18,10,1,"10-14"
"261",262,44,2,0,2,2,4,0,2,0,2,4,1.8,1.47572957474524,2,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2,2.66666666666667,2,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,"òriCar",8030,"female",40,"primary",NA,"No","Very Much","Yes, from the beginning","Agree","Agree","Agree","Agree","Disagree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:18:29.350251","2015-12-13 12:40:39.317281",1,"2015-12-13 12:20:37.718847",40,22,"true","false","false",44,0,6,"Carbon footprint","15%",22,10,1,"40-44"
"262",263,44,2,2,4,2,2,0,4,2,2,0,2,1.33333333333333,2,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2,2.66666666666667,2,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,"Negrea",8030,"female",12,"none",NA,"Yes","Very Much","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Disagree","n/a","Agree","Agree","Doppler Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:18:39.376107","2015-12-13 12:42:35.498845",1,"2015-12-13 12:20:23.912082",40,20,"true","false","false",44,0,1,"Carbon footprint","20%",20,10,1,"10-14"
"263",264,44,2,4,2,0,4,2,2,2,4,2,2.4,1.26491106406735,2,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2,2.66666666666667,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,"Jhontc",8030,"male",52,"secondary",NA,"No","Somewhat","Yes, after a few rounds","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:27:30.019210","2015-12-13 12:44:40.995061",1,"2015-12-13 12:30:55.643127",40,16,"true","false","false",44,0,4,"Individual gas fee","5%",16,10,1,"50-54"
"264",265,45,4,4,2,4,4,0,4,0,4,4,3,1.69967317119759,2,2.66666666666667,2.66666666666667,2,2,1.33333333333333,2.66666666666667,2,3.66666666666667,0.666666666666667,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,"Llonguethouse",8013,"male",35,"bachillerat",NA,"No","Very Much","Yes, from the beginning","Disagree","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","U.S","Carbon","Kyoto Protocol","2015-12-13 12:31:24.691805","2015-12-13 12:46:04.180012",1,"2015-12-13 12:33:15.128843",40,10,"true","true","true",45,0,3,"Carbon footprint","20%",10,10,1,"35-39"
"265",266,44,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,2,2.66666666666667,2,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Eliminar",50194,"male",45,"prof",NA,"Yes","Somewhat","Yes, from the beginning","n/a","n/a","n/a","n/a","n/a","n/a","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:32:03.516881","2015-12-13 12:38:37.487078",1,"2015-12-13 12:32:20.462341",40,20,"true","false","false",44,1,5,"Individual gas fee","20%",20,10,1,"45-49"
"266",267,45,2,4,4,0,4,2,2,4,2,0,2.4,1.57762127549323,2,2.66666666666667,2.66666666666667,2,2,1.33333333333333,2.66666666666667,2,3.66666666666667,0.666666666666667,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"Wiwoo ",8026,"male",49,"primary",NA,"No","Somewhat","Yes, from the beginning","Agree","Disagree","Disagree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:33:18.123727","2015-12-13 12:48:43.573986",1,"2015-12-13 12:33:34.021345",60,36,"true","false","false",45,0,6,"Individual gas fee","2%",36,10,1,"45-49"
"267",268,45,2,0,4,4,2,0,4,4,4,0,2.4,1.83787316694536,2,2.66666666666667,2.66666666666667,2,2,1.33333333333333,2.66666666666667,2,3.66666666666667,0.666666666666667,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"Marsan ",8026,"female",43,"secondary",NA,"No","Not at all","No, after a few rounds","My contribution should not depend on this","Agree","Agree","n/a","n/a","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:34:06.093576","2015-12-13 12:46:26.896521",1,"2015-12-13 12:38:14.411741",50,26,"true","true","true",45,0,5,"Eco-Impact","15%",26,10,1,"40-44"
"268",269,45,2,4,0,2,2,2,4,4,4,0,2.4,1.57762127549323,2,2.66666666666667,2.66666666666667,2,2,1.33333333333333,2.66666666666667,2,3.66666666666667,0.666666666666667,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"camaleón",8025,"female",48,"secondary",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","n/a","n/a","Greenhouse Effect","Italy","Solar energy","Schengen Agreement","2015-12-13 12:34:08.592824","2015-12-13 12:45:27.303026",1,"2015-12-13 12:36:16.308100",40,16,"true","false","false",45,0,2,"Eco-Impact","5%",16,10,1,"45-49"
"269",270,45,2,4,4,2,0,2,2,0,4,0,2,1.63299316185545,2,2.66666666666667,2.66666666666667,2,2,1.33333333333333,2.66666666666667,2,3.66666666666667,0.666666666666667,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,"Pavarotti loco",8025,"male",53,"bachillerat",NA,"No","Not Really","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:34:16.832585","2015-12-13 12:47:21.393181",1,"2015-12-13 12:36:14.464418",30,10,"true","false","false",45,0,4,"Individual gas fee","5%",10,10,1,"50-54"
"270",271,45,0,0,2,0,0,2,0,0,4,0,0.8,1.3984117975602,2,2.66666666666667,2.66666666666667,2,2,1.33333333333333,2.66666666666667,2,3.66666666666667,0.666666666666667,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,"Berenice",43005,"female",34,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","n/a","Disagree","n/a","Agree","Agree","n/a","Greenhouse Effect","Italy","Solar energy","Schengen Agreement","2015-12-13 12:35:44.101273","2015-12-13 12:45:40.892417",1,"2015-12-13 12:38:31.262666",20,12,"true","false","false",45,0,1,"Individual gas fee","15%",12,10,1,"30-34"
"271",272,46,2,4,4,4,4,4,4,2,2,0,3,1.4142135623731,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,3,1.33333333333333,2.66666666666667,2,0.666666666666667,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Xiang",8030,"male",47,"none",NA,"No","Not Really","Yes, from the beginning","Agree","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:37:44.540312","2015-12-13 12:53:47.619439",1,"2015-12-13 12:40:50.637490",40,10,"true","true","true",46,0,4,"Eco-Impact","15%",10,10,1,"45-49"
"272",273,46,2,2,4,0,2,4,2,4,4,2,2.6,1.34989711542111,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,3,1.33333333333333,2.66666666666667,2,0.666666666666667,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"Cry",8030,"male",39,"bachillerat",NA,"No","Somewhat","No, after a few rounds","n/a","Agree","n/a","Agree","Agree","n/a","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:38:37.952895","2015-12-13 12:54:21.230615",1,"2015-12-13 12:41:23.352993",40,14,"true","true","true",46,0,1,"Eco-Impact","2%",14,10,1,"35-39"
"273",274,46,4,4,4,4,4,4,2,2,2,2,3.2,1.03279555898864,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,3,1.33333333333333,2.66666666666667,2,0.666666666666667,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Anti",8041,"female",47,"prof",NA,"No","Very Much","No, from the beginning","Disagree","Disagree","n/a","Disagree","Agree","n/a","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:39:56.240208","2015-12-13 12:53:01.581171",1,"2015-12-13 12:43:40.126913",40,8,"true","true","true",46,0,6,"Carbon footprint","5%",8,10,1,"45-49"
"274",275,46,2,0,2,0,2,2,0,4,2,0,1.4,1.34989711542111,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,3,1.33333333333333,2.66666666666667,2,0.666666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,"Pablinho301",8041,"male",14,"none",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","Disagree","Agree","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Declaration of Helsinki","2015-12-13 12:39:57.222927","2015-12-13 12:53:04.103580",1,"2015-12-13 12:43:04.297776",40,26,"true","true","true",46,0,2,"Eco-Impact","5%",26,10,1,"10-14"
"275",276,46,2,2,2,0,2,2,0,2,2,0,1.4,0.966091783079296,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,3,1.33333333333333,2.66666666666667,2,0.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,"Tarragona1",8030,"male",35,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","Disagree","Disagree","Agree","Agree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:40:50.025553","2015-12-13 12:52:45.466524",1,"2015-12-13 12:45:27.013961",40,26,"true","false","false",46,0,5,"Individual gas fee","5%",26,10,1,"35-39"
"276",277,46,4,2,0,0,0,2,0,2,0,0,1,1.4142135623731,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,3,1.33333333333333,2.66666666666667,2,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,"Tarragona2",8030,"female",35,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","Agree","Disagree","Agree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:40:59.867766","2015-12-13 12:54:13.109181",1,"2015-12-13 12:45:21.934755",40,30,"true","false","false",46,0,3,"Carbon footprint","15%",30,10,1,"35-39"
"277",278,47,2,2,2,4,2,4,2,4,0,0,2.2,1.47572957474524,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,"Tarragona3",8037,"female",33,"prof",NA,"Yes, in previous ds experiments","Very Much","No, after a few rounds","Disagree","Disagree","Agree","Agree","Agree","n/a","Greenhouse Effect","U.S","Solar energy","Schengen Agreement","2015-12-13 12:41:02.667339","2015-12-13 13:04:36.479655",1,"2015-12-13 12:50:02.768538",40,18,"true","false","false",47,0,4,"Carbon footprint","5%",18,10,1,"30-34"
"278",279,47,4,2,2,4,2,2,2,2,0,0,2,1.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Tgn4",43002,"male",36,"prof",NA,"Yes, in previous ds experiments","Very Much","Yes, after a few rounds","My contribution should not depend on this","Agree","Agree","Agree","Agree","Disagree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:41:15.481337","2015-12-13 13:04:26.321804",1,"2015-12-13 12:49:57.720269",40,20,"true","false","false",47,0,3,"Reduced environmental cost","2%",20,10,1,"35-39"
"279",280,47,2,4,4,2,2,4,2,2,0,0,2.2,1.47572957474524,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"ArnauPapa",8030,"male",39,"bachillerat",NA,"No","Somewhat","Yes, from the beginning","My contribution should not depend on this","My contribution should not depend on this","Disagree","Disagree","Agree","Disagree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:47:21.268332","2015-12-13 13:03:54.884265",1,"2015-12-13 12:48:29.704718",40,18,"true","false","false",47,0,5,"Carbon footprint","2%",18,10,1,"35-39"
"280",281,47,2,2,2,2,2,2,2,2,0,0,1.6,0.843274042711568,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Alberthr",8041,"male",41,"prof",NA,"No","Very Much","Yes, after a few rounds","Agree","Agree","Disagree","Disagree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:50:49.619419","2015-12-13 13:03:11.169911",1,"2015-12-13 12:52:52.850067",40,24,"true","false","false",47,0,1,"Eco-Impact","15%",24,10,1,"40-44"
"281",282,47,2,4,2,2,4,2,4,4,2,4,3,1.05409255338946,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Yugular",8030,"male",50,"bachillerat",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","n/a","n/a","Agree","Agree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 12:52:03.640699","2015-12-13 13:04:03.274423",1,"2015-12-13 12:54:34.811876",40,10,"true","false","false",47,0,2,"Carbon footprint","15%",10,10,1,"50-54"
"282",283,47,2,2,4,2,4,2,2,2,0,0,2,1.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Mana",8030,"female",60,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","My contribution should not depend on this","n/a","Agree","Agree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 12:52:13.603438","2015-12-13 13:05:31.488327",1,"2015-12-13 12:55:00.576828",40,20,"true","false","false",47,0,6,"Carbon footprint","20%",20,10,1,"60-64"
"283",284,48,2,2,2,4,2,4,2,0,0,0,1.8,1.47572957474524,3.33333333333333,2.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,2.33333333333333,1.66666666666667,0,0.666666666666667,0.333333333333333,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,"Palo",8504,"female",30,"prof",NA,"No","Very Much","Yes, after a few rounds","Agree","Disagree","n/a","Agree","Disagree","Agree","Greenhouse Effect","China","Solar energy","Schengen Agreement","2015-12-13 13:00:25.746198","2015-12-13 13:15:12.415120",1,"2015-12-13 13:02:55.057618",40,22,"true","false","false",48,0,1,"Individual gas fee","15%",22,10,1,"30-34"
"284",285,48,4,2,4,4,4,0,2,0,0,0,2,1.88561808316413,3.33333333333333,2.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,2.33333333333333,1.66666666666667,0,0.666666666666667,0.333333333333333,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,"Piluxi",28924,"female",30,"prof",NA,"No","Very Much","Yes, after a few rounds","Disagree","My contribution should not depend on this","Agree","Agree","Agree","Agree","Greenhouse Effect","U.S","Solar energy","Kyoto Protocol","2015-12-13 13:00:41.168163","2015-12-13 13:16:27.140478",1,"2015-12-13 13:02:45.918400",40,20,"true","true","true",48,0,4,"Carbon footprint","15%",20,10,1,"30-34"
"285",286,48,2,4,4,4,2,2,2,0,2,0,2.2,1.47572957474524,3.33333333333333,2.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,2.33333333333333,1.66666666666667,0,0.666666666666667,0.333333333333333,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"Sufrí cata",8560,"female",30,"prof",NA,"No","Somewhat","Yes, after a few rounds","My contribution should not depend on this","Disagree","Agree","Agree","Disagree","Agree","Greenhouse Effect","Italy","Solar energy","Kyoto Protocol","2015-12-13 13:00:53.608189","2015-12-13 13:15:02.699264",1,"2015-12-13 13:02:31.440676",40,18,"true","false","false",48,0,5,"Carbon footprint","5%",18,10,1,"30-34"
